Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Aniketh,24/04/20 1:34,0:31:17,,Grey's Anatomy: Season 6: Holidaze (Episode 10),,Apple TV 3 (revised),0:42:48,0:42:48,US (United States)
Aniketh,23/04/20 22:13,0:11:34,,Grey's Anatomy: Season 6: Holidaze (Episode 10),,iPad Air Wi-Fi,0:11:35,Not latest view,US (United States)
Aniketh,23/04/20 21:29,0:42:35,Autoplayed: user action: None; ,Grey's Anatomy: Season 6: New History (Episode 9),,iPad Air Wi-Fi,0:42:31,0:42:31,US (United States)
Aniketh,23/04/20 21:24,0:04:15,,Grey's Anatomy: Season 6: Invest in Love (Episode 8),,iPad Air Wi-Fi,0:42:34,0:42:34,US (United States)
Aniketh,23/04/20 3:20,0:38:19,,Grey's Anatomy: Season 6: Invest in Love (Episode 8),,Apple TV 3 (revised),0:38:19,Not latest view,US (United States)
Aniketh,23/04/20 2:36,0:42:45,,Grey's Anatomy: Season 6: Give Peace A Chance (Episode 7),,Apple TV 3 (revised),0:42:45,0:42:45,US (United States)
Aniketh,23/04/20 1:54,0:42:48,,Grey's Anatomy: Season 6: I Saw What I Saw (Episode 6),,Apple TV 3 (revised),0:42:48,0:42:48,US (United States)
Aniketh,23/04/20 1:36,0:17:37,,Grey's Anatomy: Season 6: Invasion (Episode 5),,Apple TV 3 (revised),0:42:49,0:42:49,US (United States)
Aniketh,22/04/20 19:04,0:25:07,Autoplayed: user action: None; ,Grey's Anatomy: Season 6: Invasion (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,0:25:13,Not latest view,US (United States)
Aniketh,22/04/20 18:31,0:33:21,,Grey's Anatomy: Season 6: Tainted Obligation (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,0:42:35,0:42:35,US (United States)
Aniketh,22/04/20 18:30,0:00:15,,Grey's Anatomy: Season 6: I Always Feel Like Somebody's Watchin' Me (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,0:39:31,0:39:31,US (United States)
Aniketh,22/04/20 18:28,0:02:12,,Grey's Anatomy: Season 6: Invasion (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,0:02:12,Not latest view,US (United States)
Aniketh,22/04/20 3:50,0:42:50,,Grey's Anatomy: Season 6: Tainted Obligation (Episode 4),,Apple TV 3 (revised),0:42:50,Not latest view,US (United States)
Aniketh,22/04/20 3:07,0:42:49,,Grey's Anatomy: Season 6: I Always Feel Like Somebody's Watchin' Me (Episode 3),,Apple TV 3 (revised),0:42:49,Not latest view,US (United States)
Aniketh,22/04/20 2:58,0:08:27,,Grey's Anatomy: Season 6: Goodbye (Episode 2),,Apple TV 3 (revised),0:42:49,0:42:49,US (United States)
Aniketh,21/04/20 23:17,0:34:25,,Grey's Anatomy: Season 6: Goodbye (Episode 2),,Apple TV 3 (revised),0:34:25,Not latest view,US (United States)
Aniketh,21/04/20 22:34,0:42:49,,Grey's Anatomy: Season 6: Good Mourning (Episode 1),,Apple TV 3 (revised),0:42:49,0:42:49,US (United States)
Aniketh,21/04/20 21:51,0:43:07,,Grey's Anatomy: Season 5: Now or Never (Episode 24),,Apple TV 3 (revised),0:43:07,0:43:07,US (United States)
Aniketh,21/04/20 21:08,0:42:49,,Grey's Anatomy: Season 5: Here's to Future Days (Episode 23),,Apple TV 3 (revised),0:42:49,0:42:49,US (United States)
Aniketh,21/04/20 20:25,0:42:50,,Grey's Anatomy: Season 5: What a Difference a Day Makes (Episode 22),,Apple TV 3 (revised),0:42:50,0:42:50,US (United States)
Aniketh,20/04/20 4:42,0:00:07,Autoplayed: user action: None; ,Grey's Anatomy: Season 5: What a Difference a Day Makes (Episode 22),,Apple iPhone 7 (GSM),0:00:12,Not latest view,US (United States)
Aniketh,20/04/20 4:00,0:42:05,,Grey's Anatomy: Season 5: No Good at Saying Sorry (One More Chance) (Episode 21),,Apple iPhone 7 (GSM),0:42:35,0:42:35,US (United States)
Aniketh,20/04/20 3:55,0:04:50,,Grey's Anatomy: Season 5: Sweet Surrender (Episode 20),,Apple iPhone 7 (GSM),0:42:37,0:42:37,US (United States)
Aniketh,20/04/20 3:52,0:00:15,Autoplayed: user action: None; ,Trailer: Extraction,TRAILER,Apple iPhone 7 (GSM),0:00:16,Not latest view,US (United States)
Aniketh,20/04/20 3:51,0:00:40,Autoplayed: user action: None; ,Riverdale: Season 1_hook_primary_16x9,HOOK,Apple iPhone 7 (GSM),0:00:40,Not latest view,US (United States)
Aniketh,20/04/20 3:51,0:00:11,Autoplayed: user action: None; ,Season 1 Trailer: Never Have I Ever,TRAILER,Apple iPhone 7 (GSM),0:00:12,0:00:12,US (United States)
Aniketh,19/04/20 4:26,0:37:47,,Grey's Anatomy: Season 5: Sweet Surrender (Episode 20),,Apple TV 3 (revised),0:37:47,Not latest view,US (United States)
Aniketh,19/04/20 3:43,0:42:51,,Grey's Anatomy: Season 5: Elevator Love Letter (Episode 19),,Apple TV 3 (revised),0:42:51,0:42:51,US (United States)
Aniketh,19/04/20 2:59,0:42:47,,Grey's Anatomy: Season 5: Stand By Me (Episode 18),,Apple TV 3 (revised),0:42:47,0:42:47,US (United States)
Aniketh,19/04/20 2:16,0:42:48,,Grey's Anatomy: Season 5: I Will Follow You Into the Dark (Episode 17),,Apple TV 3 (revised),0:42:48,0:42:48,US (United States)
Aniketh,19/04/20 1:49,0:47:45,Autoplayed: user action: None; ,Zumbo's Just Desserts: Season 1: Episode 2,,FireTV 4K Stick 2018,0:50:06,0:50:06,US (United States)
Aniketh,19/04/20 1:33,0:42:50,,Grey's Anatomy: Season 5: An Honest Mistake (Episode 16),,Apple TV 3 (revised),0:42:50,0:42:50,US (United States)
Aniketh,19/04/20 1:14,0:31:57,,Zumbo's Just Desserts: Season 1: Episode 1,,FireTV 4K Stick 2018,0:58:50,0:58:50,US (United States)
Aniketh,19/04/20 0:39,0:26:51,Autoplayed: user action: Unspecified; ,Zumbo's Just Desserts: Season 1: Episode 1,,FireTV 4K Stick 2018,0:26:56,Not latest view,US (United States)
Aniketh,19/04/20 0:16,0:22:34,Autoplayed: user action: Unspecified; ,Zumbo's Just Desserts: Season 2: Bring on the Bling (Episode 10),,FireTV 4K Stick 2018,0:46:25,0:46:25,US (United States)
Aniketh,19/04/20 0:04,0:00:22,Autoplayed: user action: None; ,Grey's Anatomy: Season 1_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,0:00:22,Not latest view,US (United States)
Aniketh,19/04/20 0:03,0:00:11,Autoplayed: user action: None; ,Grey's Anatomy: Season 5: An Honest Mistake (Episode 16),,FireTV 4K Stick 2018,0:00:11,Not latest view,US (United States)
Aniketh,18/04/20 23:21,0:42:34,Autoplayed: user action: Unspecified; ,Grey's Anatomy: Season 5: Before And After (Episode 15),,FireTV 4K Stick 2018,0:42:34,0:42:34,US (United States)
Aniketh,18/04/20 22:38,0:42:33,Autoplayed: user action: None; ,Grey's Anatomy: Season 5: Beat Your Heart Out (Episode 14),,FireTV 4K Stick 2018,0:42:33,0:42:33,US (United States)
Aniketh,18/04/20 21:55,0:42:36,Autoplayed: user action: None; ,Grey's Anatomy: Season 5: Stairway To Heaven (Episode 13),,FireTV 4K Stick 2018,0:42:36,0:42:36,US (United States)
Aniketh,18/04/20 21:13,0:42:35,Autoplayed: user action: None; ,Grey's Anatomy: Season 5: Sympathy for the Devil (Episode 12),,FireTV 4K Stick 2018,0:42:35,0:42:35,US (United States)
Aniketh,18/04/20 20:55,0:17:19,Autoplayed: user action: Unspecified; ,Grey's Anatomy: Season 5: Wish You Were Here (Episode 11),,FireTV 4K Stick 2018,0:42:31,0:42:31,US (United States)
Aniketh,18/04/20 4:08,0:25:13,,Grey's Anatomy: Season 5: Wish You Were Here (Episode 11),,Apple TV 3 (revised),0:25:13,Not latest view,US (United States)
Aniketh,18/04/20 3:24,0:42:50,,Grey's Anatomy: Season 5: All By Myself (Episode 10),,Apple TV 3 (revised),0:42:50,0:42:50,US (United States)
Aniketh,18/04/20 2:42,0:42:52,,Grey's Anatomy: Season 5: In The Midnight Hour (Episode 9),,Apple TV 3 (revised),0:42:52,0:42:52,US (United States)
Aniketh,18/04/20 2:20,0:21:46,,Grey's Anatomy: Season 5: These Ties That Bind (Episode 8),,Apple TV 3 (revised),0:42:47,0:42:47,US (United States)
Aniketh,17/04/20 3:42,0:21:05,,Grey's Anatomy: Season 5: These Ties That Bind (Episode 8),,Apple TV 3 (revised),0:21:05,Not latest view,US (United States)
Aniketh,17/04/20 2:59,0:42:48,,Grey's Anatomy: Season 5: Rise Up (Episode 7),,Apple TV 3 (revised),0:42:48,0:42:48,US (United States)
Aniketh,17/04/20 2:16,0:42:50,,Grey's Anatomy: Season 5: Life During Wartime (Episode 6),,Apple TV 3 (revised),0:42:50,0:42:50,US (United States)
Aniketh,17/04/20 1:43,0:31:40,,Grey's Anatomy: Season 5: There's No 'I' In Team (Episode 5),,Apple TV 3 (revised),0:42:48,0:42:48,US (United States)
Aniketh,16/04/20 23:59,0:16:16,,Grey's Anatomy: Season 5: There's No 'I' In Team (Episode 5),,Apple iPhone 7 (GSM),0:17:37,Not latest view,US (United States)
Aniketh,16/04/20 23:57,0:00:55,,Grey's Anatomy: Season 5: There's No 'I' In Team (Episode 5),,Apple iPhone 7 (GSM),0:01:21,Not latest view,US (United States)
Aniketh,16/04/20 23:19,0:20:51,,Grey's Anatomy: Season 5: Brave New World (Episode 4),,Apple iPhone 7 (GSM),0:42:33,0:42:33,US (United States)
Aniketh,16/04/20 4:44,0:21:11,,Grey's Anatomy: Season 5: Brave New World (Episode 4),,Apple iPhone 7 (GSM),0:21:41,Not latest view,US (United States)
Aniketh,16/04/20 4:19,0:24:52,,Grey's Anatomy: Season 5: Here Comes The Flood (Episode 3),,Apple iPhone 7 (GSM),0:42:33,0:42:33,US (United States)
Aniketh,15/04/20 19:05,0:15:07,,Grey's Anatomy: Season 5: Here Comes The Flood (Episode 3),,Apple iPhone 7 (GSM),0:17:40,Not latest view,US (United States)
Aniketh,15/04/20 3:18,0:22:26,,Grey's Anatomy: Season 5: Here Comes The Flood (Episode 3),,Apple iPhone 7 (GSM),0:22:48,Not latest view,US (United States)
Aniketh,15/04/20 2:43,0:35:36,,Grey's Anatomy: Season 5: Dream A Little Dream Of Me: Part 2 (Episode 2),,Apple iPhone 7 (GSM),0:42:43,0:42:43,US (United States)
Aniketh,14/04/20 22:22,0:00:47,Autoplayed: user action: None; ,Grey's Anatomy: Season 5: Dream A Little Dream Of Me: Part 2 (Episode 2),,FireTV 4K Stick 2018,0:00:47,Not latest view,US (United States)
Aniketh,14/04/20 21:58,0:23:09,,Grey's Anatomy: Season 5: Dream A Little Dream Of Me: Part 1 (Episode 1),,FireTV 4K Stick 2018,0:42:32,0:42:32,US (United States)
Aniketh,14/04/20 21:52,0:06:20,Autoplayed: user action: Unspecified; ,Grey's Anatomy: Season 5: Dream A Little Dream Of Me: Part 2 (Episode 2),,FireTV 4K Stick 2018,0:06:57,Not latest view,US (United States)
Aniketh,14/04/20 5:18,0:00:37,,Grey's Anatomy: Season 5: Dream A Little Dream Of Me: Part 2 (Episode 2),,Apple TV 3 (revised),0:00:37,Not latest view,US (United States)
Aniketh,14/04/20 4:35,0:42:46,,Grey's Anatomy: Season 5: Dream A Little Dream Of Me: Part 1 (Episode 1),,Apple TV 3 (revised),0:42:46,Not latest view,US (United States)
Aniketh,14/04/20 3:52,0:42:42,,Grey's Anatomy: Season 4: Freedom: Part 2 (Episode 17),,Apple TV 3 (revised),0:42:42,0:42:42,US (United States)
Aniketh,14/04/20 3:09,0:42:45,,Grey's Anatomy: Season 4: Freedom: Part 1 (Episode 16),,Apple TV 3 (revised),0:42:45,0:42:45,US (United States)
Aniketh,14/04/20 2:26,0:42:41,,Grey's Anatomy: Season 4: Losing My Mind (Episode 15),,Apple TV 3 (revised),0:42:41,0:42:41,US (United States)
Aniketh,13/04/20 21:50,0:42:44,,Grey's Anatomy: Season 4: The Becoming (Episode 14),,Apple TV 3 (revised),0:42:44,0:42:44,US (United States)
Aniketh,13/04/20 21:07,0:42:45,,Grey's Anatomy: Season 4: Piece of My Heart (Episode 13),,Apple TV 3 (revised),0:42:45,0:42:45,US (United States)
Aniketh,13/04/20 20:42,0:25:27,,Grey's Anatomy: Season 4: Where the Wild Things Are (Episode 12),,Apple TV 3 (revised),0:42:48,0:42:48,US (United States)
Aniketh,13/04/20 4:17,0:17:27,,Grey's Anatomy: Season 4: Where the Wild Things Are (Episode 12),,Apple TV 3 (revised),0:17:27,Not latest view,US (United States)
Aniketh,13/04/20 3:34,0:42:45,,Grey's Anatomy: Season 4: Lay Your Hands on Me (Episode 11),,Apple TV 3 (revised),0:42:45,0:42:45,US (United States)
Aniketh,13/04/20 2:51,0:42:44,,Grey's Anatomy: Season 4: Crash into Me: Part 2 (Episode 10),,Apple TV 3 (revised),0:42:44,0:42:44,US (United States)
Aniketh,13/04/20 2:31,0:20:24,,Grey's Anatomy: Season 4: Crash into Me: Part 1 (Episode 9),,Apple TV 3 (revised),0:42:46,0:42:46,US (United States)
Aniketh,12/04/20 23:13,0:21:50,Autoplayed: user action: None; ,Grey's Anatomy: Season 4: Crash into Me: Part 1 (Episode 9),,iPad Air Wi-Fi,0:22:29,Not latest view,US (United States)
Aniketh,12/04/20 23:12,0:01:46,,Grey's Anatomy: Season 4: Forever Young (Episode 8),,iPad Air Wi-Fi,0:42:32,0:42:32,US (United States)
Aniketh,12/04/20 22:35,0:17:35,,Grey's Anatomy: Season 4: Forever Young (Episode 8),,Apple iPhone 7 (GSM),0:40:46,Not latest view,US (United States)
Aniketh,12/04/20 20:26,0:23:11,,Grey's Anatomy: Season 4: Forever Young (Episode 8),,Apple TV 3 (revised),0:23:11,Not latest view,US (United States)
Aniketh,12/04/20 19:38,0:47:41,,Grey's Anatomy: Season 4: Physical Attraction...Chemical Reaction (Episode 7),,Apple TV 3 (revised),0:47:41,0:47:41,US (United States)
Aniketh,12/04/20 19:01,0:36:54,,Grey's Anatomy: Season 4: Kung Fu Fighting (Episode 6),,Apple TV 3 (revised),0:47:45,0:47:45,US (United States)
Aniketh,12/04/20 17:21,0:08:08,,Grey's Anatomy: Season 4: Kung Fu Fighting (Episode 6),,Apple iPhone 7 (GSM),0:10:58,Not latest view,US (United States)
Aniketh,12/04/20 17:08,0:02:15,,Grey's Anatomy: Season 4: Kung Fu Fighting (Episode 6),,Apple iPhone 7 (GSM),0:02:49,Not latest view,US (United States)
Aniketh,12/04/20 16:31,0:35:26,,Grey's Anatomy: Season 4: Haunt You Every Day (Episode 5),,Apple iPhone 7 (GSM),0:42:34,0:42:34,US (United States)
Aniketh,12/04/20 15:50,0:40:59,,Grey's Anatomy: Season 4: The Heart of the Matter (Episode 4),,Apple iPhone 7 (GSM),0:42:27,0:42:27,US (United States)
Aniketh,12/04/20 15:30,0:20:39,,Grey's Anatomy: Season 4: Let the Truth Sting (Episode 3),,Apple iPhone 7 (GSM),0:42:27,0:42:27,US (United States)
Aniketh,12/04/20 5:53,0:21:49,,Grey's Anatomy: Season 4: Let the Truth Sting (Episode 3),,Apple TV 3 (revised),0:21:48,Not latest view,US (United States)
Aniketh,12/04/20 5:10,0:42:46,,Grey's Anatomy: Season 4: Love/Addiction (Episode 2),,Apple TV 3 (revised),0:42:46,0:42:46,US (United States)
Aniketh,12/04/20 4:28,0:42:47,,Grey's Anatomy: Season 4: A Change Is Gonna Come (Episode 1),,Apple TV 3 (revised),0:42:47,0:42:47,US (United States)
Aniketh,12/04/20 3:34,0:52:45,,Grey's Anatomy: Season 3: Didn't We Almost Have it All? (Episode 25),,Apple TV 3 (revised),0:52:45,0:52:45,US (United States)
Aniketh,12/04/20 2:56,0:37:48,,Grey's Anatomy: Season 3: Testing 1-2-3 (Episode 24),,Apple TV 3 (revised),0:42:40,0:42:40,US (United States)
Aniketh,12/04/20 2:26,0:29:32,,Grey's Anatomy: Season 3: The Other Venie of This Life: Part 2 (Episode 23),,Apple TV 3 (revised),0:42:43,0:42:43,US (United States)
Aniketh,11/04/20 22:51,0:13:18,Autoplayed: user action: None; ,Grey's Anatomy: Season 3: The Other Venie of This Life: Part 2 (Episode 23),,FireTV 4K Stick 2018,0:13:18,Not latest view,US (United States)
Aniketh,11/04/20 22:08,0:42:25,Autoplayed: user action: None; ,Grey's Anatomy: Season 3: The Other Venie of This Life: Part 1 (Episode 22),,FireTV 4K Stick 2018,0:42:31,0:42:31,US (United States)
Aniketh,11/04/20 21:34,0:33:59,Autoplayed: user action: Unspecified; ,Grey's Anatomy: Season 3: Desire (Episode 21),,FireTV 4K Stick 2018,0:42:31,0:42:31,US (United States)
Aniketh,11/04/20 5:44,0:08:01,Autoplayed: user action: None; ,Grey's Anatomy: Season 3: Desire (Episode 21),,Apple iPhone 7 (GSM),0:08:36,Not latest view,US (United States)
Aniketh,11/04/20 5:02,0:42:03,Autoplayed: user action: None; ,Grey's Anatomy: Season 3: Time After Time (Episode 20),,Apple iPhone 7 (GSM),0:42:32,0:42:32,US (United States)
Aniketh,11/04/20 4:19,0:43:29,Autoplayed: user action: None; ,Grey's Anatomy: Season 3: My Favorite Mistake (Episode 19),,Apple iPhone 7 (GSM),0:43:59,0:43:59,US (United States)
Aniketh,11/04/20 3:37,0:41:52,Autoplayed: user action: None; ,Grey's Anatomy: Season 3: Scars and Souvenirs (Episode 18),,Apple iPhone 7 (GSM),0:42:31,0:42:31,US (United States)
Aniketh,11/04/20 3:23,0:13:22,,Grey's Anatomy: Season 3: Some Kind of Miracle (Episode 17),,Apple iPhone 7 (GSM),0:42:31,0:42:31,US (United States)
Aniketh,11/04/20 2:41,0:33:50,,Grey's Anatomy: Season 3: Some Kind of Miracle (Episode 17),,Apple TV 3 (revised),0:37:37,Not latest view,US (United States)
Aniketh,11/04/20 2:17,0:21:26,,Grey's Anatomy: Season 3: Drowning on Dry Land (Episode 16),,Apple TV 3 (revised),0:42:45,0:42:45,US (United States)
Aniketh,11/04/20 1:43,0:33:19,,Grey's Anatomy: Season 3: Walk on Water (Episode 15),,Apple TV 3 (revised),0:42:42,0:42:42,US (United States)
Aniketh,11/04/20 1:36,0:07:21,,Grey's Anatomy: Season 3: Wishin' and Hopin' (Episode 14),,Apple TV 3 (revised),0:44:53,0:44:53,US (United States)
Aniketh,10/04/20 22:32,0:27:15,,Grey's Anatomy: Season 3: Wishin' and Hopin' (Episode 14),,Apple TV 3 (revised),0:37:35,Not latest view,US (United States)
Aniketh,10/04/20 20:38,0:09:56,Autoplayed: user action: None; ,Grey's Anatomy: Season 3: Wishin' and Hopin' (Episode 14),,iPad Air Wi-Fi,0:10:25,Not latest view,US (United States)
Aniketh,10/04/20 19:56,0:42:26,,Grey's Anatomy: Season 3: Great Expectations (Episode 13),,iPad Air Wi-Fi,0:42:33,0:42:33,US (United States)
Aniketh,10/04/20 19:45,0:10:59,,Grey's Anatomy: Season 3: Six Days: Part 2 (Episode 12),,iPad Air Wi-Fi,0:42:32,0:42:32,US (United States)
Aniketh,10/04/20 17:44,0:30:21,,Grey's Anatomy: Season 3: Six Days: Part 2 (Episode 12),,iPad Air Wi-Fi,0:31:33,Not latest view,US (United States)
Aniketh,10/04/20 17:02,0:41:44,,Grey's Anatomy: Season 3: Six Days: Part 1 (Episode 11),,iPad Air Wi-Fi,0:42:30,0:42:30,US (United States)
Aniketh,10/04/20 16:56,0:06:26,,Grey's Anatomy: Season 3: Don't Stand So Close to Me (Episode 10),,iPad Air Wi-Fi,0:42:35,0:42:35,US (United States)
Aniketh,10/04/20 15:25,0:14:58,,Grey's Anatomy: Season 3: Don't Stand So Close to Me (Episode 10),,iPad Air Wi-Fi,0:36:07,Not latest view,US (United States)
Aniketh,10/04/20 15:02,0:20:24,,Grey's Anatomy: Season 3: Don't Stand So Close to Me (Episode 10),,iPad Air Wi-Fi,0:21:09,Not latest view,US (United States)
Aniketh,10/04/20 14:11,0:49:34,Autoplayed: user action: None; ,Grey's Anatomy: Season 3: From a Whisper to a Scream (Episode 9),,iPad Air Wi-Fi,0:49:38,0:49:38,US (United States)
Aniketh,10/04/20 13:51,0:19:36,,Grey's Anatomy: Season 3: Staring at the Sun (Episode 8),,iPad Air Wi-Fi,0:42:34,0:42:34,US (United States)
Aniketh,09/04/20 23:43,0:23:29,Autoplayed: user action: None; ,Grey's Anatomy: Season 3: Staring at the Sun (Episode 8),,iPad Air Wi-Fi,0:24:08,Not latest view,US (United States)
Aniketh,09/04/20 23:13,0:29:53,,Grey's Anatomy: Season 3: Where the Boys Are (Episode 7),,iPad Air Wi-Fi,0:42:34,0:42:34,US (United States)
Aniketh,09/04/20 22:24,0:12:07,Autoplayed: user action: None; ,Grey's Anatomy: Season 3: Where the Boys Are (Episode 7),,iPad Air Wi-Fi,0:12:41,Not latest view,US (United States)
Aniketh,09/04/20 21:43,0:39:25,,Grey's Anatomy: Season 3: Let the Angels Commit (Episode 6),,iPad Air Wi-Fi,0:42:39,0:42:39,US (United States)
Aniketh,09/04/20 17:14,0:02:43,,Grey's Anatomy: Season 3: Let the Angels Commit (Episode 6),,Apple iPhone 7 (GSM),0:03:14,Not latest view,US (United States)
Aniketh,09/04/20 17:05,0:07:58,,"Grey's Anatomy: Season 3: Oh, the Guilt (Episode 5)",,Apple iPhone 7 (GSM),0:42:14,0:42:14,US (United States)
Aniketh,09/04/20 2:55,0:34:37,,"Grey's Anatomy: Season 3: Oh, the Guilt (Episode 5)",,Apple TV 3 (revised),0:34:36,Not latest view,US (United States)
Aniketh,09/04/20 2:12,0:42:53,,Grey's Anatomy: Season 3: What I Am (Episode 4),,Apple TV 3 (revised),0:42:53,0:42:53,US (United States)
Aniketh,09/04/20 1:46,0:26:03,,Grey's Anatomy: Season 3: Sometimes a Fantasy (Episode 3),,Apple TV 3 (revised),0:42:44,0:42:44,US (United States)
Aniketh,09/04/20 0:19,0:16:51,,Grey's Anatomy: Season 3: Sometimes a Fantasy (Episode 3),,Apple TV 3 (revised),0:16:51,Not latest view,US (United States)
Aniketh,08/04/20 23:36,0:42:47,,Grey's Anatomy: Season 3: I Am a Tree (Episode 2),,Apple TV 3 (revised),0:42:47,0:42:47,US (United States)
Aniketh,08/04/20 22:17,0:42:48,,Grey's Anatomy: Season 3: Time Has Come Today (Episode 1),,Apple TV 3 (revised),0:42:48,0:42:48,US (United States)
Aniketh,08/04/20 20:57,0:42:59,,Grey's Anatomy: Season 2: Losing My Religion (Episode 27),,Apple TV 3 (revised),0:42:59,0:42:59,US (United States)
Aniketh,08/04/20 20:14,0:42:47,,Grey's Anatomy: Season 2: Deterioration of the Fight or Flight Response (Episode 26),,Apple TV 3 (revised),0:42:47,0:42:47,US (United States)
Aniketh,08/04/20 19:52,0:21:39,,Grey's Anatomy: Season 2: 17 Seconds (Episode 25),,Apple TV 3 (revised),0:42:51,0:42:51,US (United States)
Aniketh,08/04/20 5:16,0:20:40,Autoplayed: user action: None; ,Grey's Anatomy: Season 2: 17 Seconds (Episode 25),,iPad Air Wi-Fi,0:21:21,Not latest view,US (United States)
Aniketh,08/04/20 4:34,0:41:41,,Grey's Anatomy: Season 2: Damage Case (Episode 24),,iPad Air Wi-Fi,0:42:25,0:42:25,US (United States)
Aniketh,08/04/20 4:23,0:10:40,,Grey's Anatomy: Season 2: Blues for Sister Someone (Episode 23),,iPad Air Wi-Fi,0:42:33,0:42:33,US (United States)
Aniketh,07/04/20 23:02,0:13:23,Autoplayed: user action: None; ,Miraculous: Tales of Ladybug & Cat Noir: Season 1: Mr. Pigeon (Episode 2),,iPad Air Wi-Fi,0:13:52,0:13:52,US (United States)
Aniketh,07/04/20 22:41,0:21:22,,Miraculous: Tales of Ladybug & Cat Noir: Season 1: The Bubbler (Episode 1),,iPad Air Wi-Fi,0:21:22,0:21:22,US (United States)
Aniketh,07/04/20 22:23,0:16:57,,Zumbo's Just Desserts: Season 2: Bring on the Bling (Episode 10),,iPad Air Wi-Fi,0:23:52,Not latest view,US (United States)
Aniketh,07/04/20 22:22,0:00:11,,Sugar Rush: Season 2: Trending Treats (Episode 1),,iPad Air Wi-Fi,0:01:18,Not latest view,US (United States)
Aniketh,07/04/20 22:20,0:01:26,Autoplayed: user action: None; ,Zumbo's Just Desserts: Season 2: Bring on the Bling (Episode 10),,iPad Air Wi-Fi,0:06:54,Not latest view,US (United States)
Aniketh,07/04/20 22:07,0:12:58,Autoplayed: user action: None; ,Zumbo's Just Desserts: Season 2: Secret Garden (Episode 9),,iPad Air Wi-Fi,0:47:36,0:47:36,US (United States)
Aniketh,07/04/20 21:49,0:17:03,,Zumbo's Just Desserts: Season 2: Smoke and Mirrors (Episode 8),,iPad Air Wi-Fi,0:47:27,0:47:27,US (United States)
Aniketh,07/04/20 21:14,0:30:56,Autoplayed: user action: None; ,Grey's Anatomy: Season 2: Blues for Sister Someone (Episode 23),,iPad Air Wi-Fi,0:31:33,Not latest view,US (United States)
Aniketh,07/04/20 20:13,0:42:03,,Grey's Anatomy: Season 2: The Name of the Game (Episode 22),,iPad Air Wi-Fi,0:42:34,0:42:34,US (United States)
Aniketh,07/04/20 19:33,0:32:50,,Grey's Anatomy: Season 2: Superstition (Episode 21),,iPad Air Wi-Fi,0:42:27,0:42:27,US (United States)
Aniketh,07/04/20 17:24,0:02:15,,Zumbo's Just Desserts: Season 2: Smoke and Mirrors (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,0:30:24,Not latest view,US (United States)
Aniketh,07/04/20 17:23,0:00:18,Autoplayed: user action: None; ,Zumbo's Just Desserts: Season 2 (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,0:00:18,0:00:18,US (United States)
Aniketh,07/04/20 17:23,0:00:04,Autoplayed: user action: None; ,Season 2 Trailer: Fauda,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,0:00:05,0:00:05,US (United States)
Aniketh,07/04/20 17:23,0:00:34,Autoplayed: user action: None; ,Handsome Siblings: Season 1 (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,0:00:34,0:00:34,US (United States)
Aniketh,07/04/20 4:02,0:09:38,,Grey's Anatomy: Season 2: Superstition (Episode 21),,Apple TV 3 (revised),0:09:38,Not latest view,US (United States)
Aniketh,07/04/20 3:19,0:42:45,,Grey's Anatomy: Season 2: Band-Aid Covers the Bullet Hole (Episode 20),,Apple TV 3 (revised),0:42:45,0:42:45,US (United States)
Aniketh,07/04/20 2:06,0:42:49,,Grey's Anatomy: Season 2: What Have I Done to Deserve This? (Episode 19),,Apple TV 3 (revised),0:42:49,0:42:49,US (United States)
Aniketh,07/04/20 1:23,0:42:46,,Grey's Anatomy: Season 2: Yesterday (Episode 18),,Apple TV 3 (revised),0:42:46,0:42:46,US (United States)
Aniketh,07/04/20 0:40,0:42:48,,Grey's Anatomy: Season 2: As We Know It (Episode 17),,Apple TV 3 (revised),0:42:48,0:42:48,US (United States)
Aniketh,06/04/20 23:57,0:42:46,,Grey's Anatomy: Season 2: It's the End of the World (Episode 16),,Apple TV 3 (revised),0:42:46,0:42:46,US (United States)
Aniketh,06/04/20 23:22,0:34:49,,Grey's Anatomy: Season 2: Break on Through (Episode 15),,Apple TV 3 (revised),0:42:50,0:42:50,US (United States)
Aniketh,06/04/20 23:22,0:00:03,,Money Heist: The Phenomenon,,Apple TV 3 (revised),0:00:02,0:00:02,US (United States)
Aniketh,06/04/20 22:30,0:00:07,,Handsome Siblings: Season 1 (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,0:00:07,Not latest view,US (United States)
Aniketh,06/04/20 22:21,0:08:54,,Zumbo's Just Desserts: Season 2: Smoke and Mirrors (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,0:28:09,Not latest view,US (United States)
