Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Aishwarya,17/05/21 17:05,0:00:57,Autoplayed: user action: None; ,Chico Bon Bon: Monkey with a Tool Belt: Season 1 (Clip Standard 2),HOOK,iPhone 12 Pro,0:00:57,0:00:57,US (United States)
Aishwarya,17/05/21 16:39,0:00:20,Autoplayed: user action: None; ,Spy Kids: Mission Critical: Season 2 (Clip Main Character),HOOK,iPhone 12 Pro,0:00:20,0:00:20,US (United States)
Aishwarya,16/05/21 22:59,0:21:56,,Go Dog Go: Season 1: Pupcakes / Stink or Swim (Episode 5),,FireTV 4K Stick 2018,0:22:48,0:22:48,US (United States)
Aishwarya,16/05/21 22:37,0:21:55,,"Go Dog Go: Season 1: Show Dog, Show / Keys to Victory (Episode 4)",,FireTV 4K Stick 2018,0:22:46,0:22:46,US (United States)
Aishwarya,16/05/21 22:15,0:21:55,,"Go Dog Go: Season 1: Old Dog, New Tricks / Snoozie-Hullabaloozie (Episode 3)",,FireTV 4K Stick 2018,0:22:47,0:22:47,US (United States)
Aishwarya,16/05/21 21:52,0:22:06,Autoplayed: user action: User_Interaction; ,Go Dog Go: Season 1: Dark Park Bark Lark / The Fast and the Curious (Episode 2),,FireTV 4K Stick 2018,0:22:46,0:22:46,US (United States)
Aishwarya,16/05/21 21:51,0:00:11,,Barbie Dreamhouse Adventures: Season 2: A Dreamhouse Puppy Tale (Episode 4),,FireTV 4K Stick 2018,0:01:15,Not latest view,CA (Canada)
Aishwarya,16/05/21 21:30,0:21:12,,Barbie Dreamhouse Adventures: Season 1: The Roof Fairy (Episode 8),,FireTV 4K Stick 2018,0:21:43,0:21:43,CA (Canada)
Aishwarya,16/05/21 21:08,0:21:05,,Barbie Dreamhouse Adventures: Season 1: Picture Perfect Cake (Episode 7),,FireTV 4K Stick 2018,0:21:36,0:21:36,CA (Canada)
Aishwarya,16/05/21 20:47,0:21:30,,Barbie Dreamhouse Adventures: Season 1: Road Trip! (Episode 6),,FireTV 4K Stick 2018,0:21:30,0:21:30,CA (Canada)
Aishwarya,16/05/21 20:47,0:00:13,Autoplayed: user action: None; ,Barbie Dreamhouse Adventures: Season 3_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,0:00:13,Not latest view,CA (Canada)
Aishwarya,16/05/21 2:45,0:21:45,,Barbie Dreamhouse Adventures: Season 1: Baby Sister Babysitter (Episode 5),,FireTV 4K Stick 2018,0:21:45,0:21:45,CA (Canada)
Aishwarya,16/05/21 2:13,0:16:50,Autoplayed: user action: User_Interaction; ,Barbie Dreamhouse Adventures: Season 1: The Great Pioneer Adventure (Episode 4),,FireTV 4K Stick 2018,0:21:47,0:21:47,CA (Canada)
Aishwarya,15/05/21 19:54,0:04:32,,Barbie Dreamhouse Adventures: Season 1: The Great Pioneer Adventure (Episode 4),,FireTV 4K Stick 2018,0:05:03,Not latest view,CA (Canada)
Aishwarya,15/05/21 19:43,0:11:21,,Barbie Dreamhouse Adventures: Season 1: Nobody's Cupcake (Episode 3),,FireTV 4K Stick 2018,0:21:30,0:21:30,CA (Canada)
Aishwarya,15/05/21 19:21,0:09:38,,Barbie Dreamhouse Adventures: Season 1: Nobody's Cupcake (Episode 3),,FireTV 4K Stick 2018,0:10:09,Not latest view,CA (Canada)
Aishwarya,15/05/21 19:09,0:11:33,Autoplayed: user action: User_Interaction; ,Barbie Dreamhouse Adventures: Season 1: Clubhouse (Remix) (Episode 2),,FireTV 4K Stick 2018,0:21:47,0:21:47,CA (Canada)
Aishwarya,14/05/21 22:17,0:09:43,,Barbie Dreamhouse Adventures: Season 1: Clubhouse (Remix) (Episode 2),,FireTV 4K Stick 2018,0:10:14,Not latest view,CA (Canada)
Aishwarya,14/05/21 22:03,0:14:04,,Barbie Dreamhouse Adventures: Season 2: A Delicate Situation (Episode 9),,FireTV 4K Stick 2018,0:21:21,Not latest view,CA (Canada)
Aishwarya,14/05/21 21:56,0:06:46,,Barbie Dreamhouse Adventures: Season 2: A Delicate Situation (Episode 9),,FireTV 4K Stick 2018,0:07:17,Not latest view,CA (Canada)
Aishwarya,14/05/21 21:35,0:20:59,,Barbie Dreamhouse Adventures: Season 2: A Day at the Beach (Episode 8),,FireTV 4K Stick 2018,0:21:30,Not latest view,CA (Canada)
Aishwarya,14/05/21 21:13,0:21:06,,Barbie Dreamhouse Adventures: Season 2: Pied Pupper (Episode 7),,FireTV 4K Stick 2018,0:21:37,Not latest view,CA (Canada)
Aishwarya,14/05/21 20:51,0:21:31,Autoplayed: user action: User_Interaction; ,Barbie Dreamhouse Adventures: Season 2: Putts for Pups (Episode 6),,FireTV 4K Stick 2018,0:21:31,Not latest view,CA (Canada)
Aishwarya,14/05/21 20:51,0:00:05,Autoplayed: user action: None; ,Barbie Dreamhouse Adventures: Season 3_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,0:00:05,Not latest view,CA (Canada)
Aishwarya,14/05/21 20:50,0:00:58,Autoplayed: user action: None; ,YooHoo to the Rescue: Season 1 (Clip Supporting Character),HOOK,FireTV 4K Stick 2018,0:00:58,0:00:58,US (United States)
Aishwarya,14/05/21 4:18,0:00:48,Autoplayed: user action: None; ,Barbie Dreamhouse Adventures: Season 3_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,0:00:48,Not latest view,CA (Canada)
Aishwarya,14/05/21 3:55,0:21:07,,Barbie Dreamhouse Adventures: Season 2: Time Will Tell (Episode 5),,FireTV 4K Stick 2018,0:21:38,Not latest view,CA (Canada)
Aishwarya,14/05/21 3:34,0:21:02,,Barbie Dreamhouse Adventures: Season 2: A Dreamhouse Puppy Tale (Episode 4),,FireTV 4K Stick 2018,0:21:33,Not latest view,CA (Canada)
Aishwarya,14/05/21 3:13,0:21:15,,Barbie Dreamhouse Adventures: Season 2: Trey Is for Horses (Episode 3),,FireTV 4K Stick 2018,0:21:46,0:21:46,CA (Canada)
Aishwarya,14/05/21 2:51,0:21:50,Autoplayed: user action: User_Interaction; ,Barbie Dreamhouse Adventures: Season 2: Life Can Be a Dream (Episode 2),,FireTV 4K Stick 2018,0:21:31,0:21:31,CA (Canada)
Aishwarya,14/05/21 2:51,0:00:06,Autoplayed: user action: None; ,YooHoo to the Rescue: Season 1 (Clip Standard 2),HOOK,FireTV 4K Stick 2018,0:00:06,0:00:06,US (United States)
Aishwarya,13/05/21 22:32,0:21:02,,Barbie Dreamhouse Adventures: Season 2: Balancing Act (Episode 1),,FireTV 4K Stick 2018,0:21:33,0:21:33,CA (Canada)
Aishwarya,13/05/21 22:08,0:21:36,,Barbie Dreamhouse Adventures: Season 3: A Dog's Day in Court (Episode 9),,FireTV 4K Stick 2018,0:21:30,0:21:30,CA (Canada)
Aishwarya,13/05/21 21:47,0:21:06,,Barbie Dreamhouse Adventures: Season 3: Barbie Roberts: Undercover Mermaid Part 2 (Episode 8),,FireTV 4K Stick 2018,0:21:37,0:21:37,CA (Canada)
Aishwarya,13/05/21 21:45,0:02:15,Autoplayed: user action: User_Interaction; ,Barbie Dreamhouse Adventures: Season 3: Barbie Roberts: Undercover Mermaid Part 1 (Episode 7),,FireTV 4K Stick 2018,0:21:26,0:21:26,CA (Canada)
Aishwarya,13/05/21 21:45,0:00:08,Autoplayed: user action: None; ,Barbie Dreamhouse Adventures: Season 3_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,0:00:08,Not latest view,CA (Canada)
Aishwarya,13/05/21 21:44,0:00:13,Autoplayed: user action: None; ,Miniforce: Super Dino Power: Season 1_hook_04_16x9,HOOK,FireTV 4K Stick 2018,0:00:13,0:00:13,US (United States)
Aishwarya,12/05/21 22:32,0:18:42,,Barbie Dreamhouse Adventures: Season 3: Barbie Roberts: Undercover Mermaid Part 1 (Episode 7),,FireTV 4K Stick 2018,0:19:13,Not latest view,CA (Canada)
Aishwarya,12/05/21 22:22,0:10:27,Autoplayed: user action: User_Interaction; ,Barbie Dreamhouse Adventures: Season 3: Totally Spying (Episode 6),,FireTV 4K Stick 2018,0:21:35,0:21:35,CA (Canada)
Aishwarya,12/05/21 22:21,0:00:47,Autoplayed: user action: None; ,Barbie Dreamhouse Adventures: Season 3_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,0:00:47,Not latest view,CA (Canada)
Aishwarya,12/05/21 22:20,0:01:01,Autoplayed: user action: None; ,Barbie Dreamhouse Adventures: Go Team Roberts: Season 1_hook_05_16x9,HOOK,FireTV 4K Stick 2018,0:01:01,Not latest view,CA (Canada)
Aishwarya,12/05/21 22:19,0:00:26,Autoplayed: user action: None; ,YooHoo to the Rescue: Season 1 (Clip Standard 2),HOOK,FireTV 4K Stick 2018,0:00:26,Not latest view,US (United States)
Aishwarya,12/05/21 22:18,0:00:57,Autoplayed: user action: None; ,Miniforce: Super Dino Power: Season 1_hook_03_16x9,HOOK,FireTV 4K Stick 2018,0:00:57,0:00:57,US (United States)
Aishwarya,12/05/21 0:25,0:09:24,,Barbie Dreamhouse Adventures: Season 3: Totally Spying (Episode 6),,FireTV 4K Stick 2018,0:11:13,Not latest view,CA (Canada)
Aishwarya,12/05/21 0:03,0:20:59,Autoplayed: user action: User_Interaction; ,Barbie Dreamhouse Adventures: Season 3: Getaway and Got Away (Episode 5),,FireTV 4K Stick 2018,0:21:30,0:21:30,CA (Canada)
Aishwarya,11/05/21 23:41,0:21:18,,Barbie Dreamhouse Adventures: Season 3: Room Swap (Episode 4),,FireTV 4K Stick 2018,0:21:49,0:21:49,CA (Canada)
Aishwarya,11/05/21 23:19,0:21:14,,Barbie Dreamhouse Adventures: Season 3: The Ballad of Windy Willows (Episode 3),,FireTV 4K Stick 2018,0:21:45,0:21:45,CA (Canada)
Aishwarya,11/05/21 22:58,0:21:07,,Barbie Dreamhouse Adventures: Season 3: All Dogs Go to the Beach (Episode 2),,FireTV 4K Stick 2018,0:21:38,0:21:38,CA (Canada)
Aishwarya,11/05/21 22:37,0:21:09,,Barbie Dreamhouse Adventures: Season 3: Virtually Famous (Episode 1),,FireTV 4K Stick 2018,0:21:35,0:21:35,CA (Canada)
Aishwarya,11/05/21 22:37,0:00:09,Autoplayed: user action: None; ,Barbie Dreamhouse Adventures: Season 3_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,0:00:09,Not latest view,CA (Canada)
Aishwarya,11/05/21 22:37,0:00:06,Autoplayed: user action: None; ,PJ Masks: Season 1_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,0:00:06,0:00:06,US (United States)
Aishwarya,11/05/21 22:35,0:00:55,Autoplayed: user action: None; ,DC Super Hero Girls: Season 1_hook_05_16x9,HOOK,FireTV 4K Stick 2018,0:00:55,0:00:55,US (United States)
Aishwarya,11/05/21 22:34,0:01:08,Autoplayed: user action: None; ,Treehouse Detectives: Season 1 (Trailer),TRAILER,FireTV 4K Stick 2018,0:01:08,0:01:08,US (United States)
Aishwarya,11/05/21 22:33,0:00:36,Autoplayed: user action: None; ,YooHoo to the Rescue: Season 1 (Clip Standard 2),HOOK,FireTV 4K Stick 2018,0:00:36,Not latest view,US (United States)
Aishwarya,10/05/21 23:19,0:00:38,Autoplayed: user action: None; ,DC Super Hero Girls: Season 1_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,0:00:38,0:00:38,US (United States)
Aishwarya,10/05/21 23:06,0:10:45,,DC Super Hero Girls: Season 1: #Abracadabrapalooza (Episode 26),,FireTV 4K Stick 2018,0:11:04,0:11:04,US (United States)
Aishwarya,10/05/21 22:55,0:10:44,,DC Super Hero Girls: Season 1: #SoulSisters Part 2 (Episode 25),,FireTV 4K Stick 2018,0:11:03,0:11:03,US (United States)
Aishwarya,10/05/21 22:48,0:07:01,,DC Super Hero Girls: Season 1: #SoulSisters Part 1 (Episode 24),,FireTV 4K Stick 2018,0:11:10,0:11:10,US (United States)
Aishwarya,10/05/21 22:44,0:03:53,,DC Super Hero Girls: Season 1: #SoulSisters Part 1 (Episode 24),,FireTV 4K Stick 2018,0:04:12,Not latest view,US (United States)
Aishwarya,10/05/21 22:33,0:10:45,,DC Super Hero Girls: Season 1: #Frenemies Part 2 (Episode 23),,FireTV 4K Stick 2018,0:11:04,0:11:04,US (United States)
Aishwarya,10/05/21 22:23,0:10:49,,DC Super Hero Girls: Season 1: #Frenemies Part 1 (Episode 22),,FireTV 4K Stick 2018,0:11:08,0:11:08,US (United States)
Aishwarya,10/05/21 22:11,0:11:03,Autoplayed: user action: User_Interaction; ,DC Super Hero Girls: Season 1: #DCSuperHeroBoys Part 2 (Episode 21),,FireTV 4K Stick 2018,0:11:03,0:11:03,US (United States)
Aishwarya,10/05/21 22:11,0:00:10,Autoplayed: user action: None; ,DC Super Hero Girls: Season 1_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,0:00:10,Not latest view,US (United States)
Aishwarya,10/05/21 22:11,0:00:15,Autoplayed: user action: None; ,Gabby's Dollhouse: Season 1_CLIP_MUSIC_NON3,HOOK,FireTV 4K Stick 2018,0:00:15,0:00:15,US (United States)
Aishwarya,10/05/21 22:11,0:00:04,Autoplayed: user action: User_Interaction; ,"PJ Masks: Season 1: Owlette of a Kind / Beat the Drum, Catboy (Episode 20)",,FireTV 4K Stick 2018,0:00:04,0:00:04,US (United States)
Aishwarya,10/05/21 22:10,0:00:29,Autoplayed: user action: None; ,GODOGGO_S1_CLIP_PLOT,HOOK,FireTV 4K Stick 2018,0:00:29,0:00:29,US (United States)
Aishwarya,10/05/21 22:09,0:00:28,Autoplayed: user action: None; ,GODOGGO_S1_CLIP_PLOT,HOOK,FireTV 4K Stick 2018,0:00:28,Not latest view,US (United States)
Aishwarya,10/05/21 22:09,0:00:31,Autoplayed: user action: None; ,YooHoo to the Rescue: Season 1 (Clip Narrative),HOOK,FireTV 4K Stick 2018,0:00:31,0:00:31,US (United States)
Aishwarya,10/05/21 22:09,0:00:05,Autoplayed: user action: None; ,YooHoo to the Rescue: Season 1 (Clip Narrative),HOOK,FireTV 4K Stick 2018,0:00:05,Not latest view,US (United States)
Aishwarya,10/05/21 4:25,0:00:01,,Go Dog Go: Season 1: Dark Park Bark Lark / The Fast and the Curious (Episode 2),,Apple TV 3 (revised),0:00:01,Not latest view,US (United States)
Aishwarya,10/05/21 4:02,0:23:03,,Go Dog Go: Season 1: Welcome to Pawston / Ruff Day on the Job (Episode 1),,Apple TV 3 (revised),0:23:03,0:23:03,US (United States)
Aishwarya,08/05/21 0:48,0:11:20,,"44 Cats: Season 1: Cosmo, the Astronaut Cat (Episode 3)",,Apple TV 3 (revised),0:11:20,0:11:20,US (United States)
Aishwarya,08/05/21 0:17,0:23:08,,Barbie Life in the Dreamhouse: Season 1: Best of Family (Episode 4),,Apple TV 3 (revised),0:23:07,0:23:07,CA (Canada)
Aishwarya,07/05/21 23:53,0:24:06,,Barbie Life in the Dreamhouse: Season 1: Best of Friends (Episode 3),,Apple TV 3 (revised),0:24:06,0:24:06,CA (Canada)
Aishwarya,07/05/21 23:29,0:23:22,,Barbie Life in the Dreamhouse: Season 1: Best of Dreamhouse (Episode 2),,Apple TV 3 (revised),0:23:22,0:23:22,CA (Canada)
Aishwarya,07/05/21 23:06,0:22:55,,Barbie Life in the Dreamhouse: Season 1: Perf Pool Party & Trapped in the Dreamhouse (Episode 1),,Apple TV 3 (revised),0:22:55,0:22:55,CA (Canada)
Aishwarya,07/05/21 22:54,0:12:00,,"44 Cats: Season 1: Cosmo, the Astronaut Cat (Episode 3)",,Apple TV 3 (revised),0:11:59,Not latest view,US (United States)
Aishwarya,07/05/21 22:42,0:12:04,,44 Cats: Season 1: A Puppy to Save (Episode 2),,Apple TV 3 (revised),0:12:04,0:12:04,US (United States)
Aishwarya,07/05/21 22:29,0:12:04,,44 Cats: Season 1: Buffycats on a Mission (Episode 1),,Apple TV 3 (revised),0:12:04,0:12:04,US (United States)
Aishwarya,07/05/21 22:28,0:00:22,,Rainbow Ruby: Season 1: Behind The Scenes (Episode 5),,Apple TV 3 (revised),0:00:21,0:00:21,US (United States)
Aishwarya,07/05/21 22:01,0:23:31,,Rainbow Ruby: Season 1: Moon Cake Madness (Episode 4),,Apple TV 3 (revised),0:23:31,0:23:31,US (United States)
Aishwarya,07/05/21 21:38,0:23:30,,Rainbow Ruby: Season 1: At Your Service (Episode 3),,Apple TV 3 (revised),0:23:30,0:23:30,US (United States)
Aishwarya,07/05/21 21:14,0:23:25,,Rainbow Ruby: Season 1: Shoe Crazy (Episode 2),,Apple TV 3 (revised),0:23:25,0:23:25,US (United States)
Aishwarya,06/05/21 3:41,0:12:57,,Rainbow Ruby: Season 1: Ruby’s Ranger Adventure (Episode 1),,Apple TV 3 (revised),0:23:18,0:23:18,US (United States)
Aishwarya,04/05/21 21:00,0:10:24,,Rainbow Ruby: Season 1: Ruby’s Ranger Adventure (Episode 1),,Apple TV 3 (revised),0:10:24,Not latest view,US (United States)
Aishwarya,04/05/21 20:09,0:22:56,,PJ Masks: Season 1: Catboy and the Butterfly Brigade / Owlette the Winner (Episode 6),,Apple TV 3 (revised),0:22:56,0:22:56,US (United States)
Aishwarya,04/05/21 19:47,0:22:34,,PJ Masks: Season 1: Gekko Saves Christmas / Gekko's Nice Ice Plan (Episode 5),,Apple TV 3 (revised),0:23:04,0:23:04,US (United States)
Aishwarya,04/05/21 3:33,0:22:21,,PJ Masks: Season 1: Supersonic Owlette / Catboy and the Sticky Splat Slingshot (Episode 19),,FireTV 4K Stick 2018,0:22:49,0:22:49,US (United States)
Aishwarya,04/05/21 3:09,0:22:56,Autoplayed: user action: User_Interaction; ,PJ Masks: Season 1: Catboy's Great Gig / Owlette's New Move (Episode 18),,FireTV 4K Stick 2018,0:22:50,0:22:50,US (United States)
Aishwarya,04/05/21 3:08,0:00:39,Autoplayed: user action: None; ,DreamWorks Dragons:  Race to the Edge: Season 6 (Clip Standard 1),HOOK,FireTV 4K Stick 2018,0:00:39,0:00:39,US (United States)
Aishwarya,03/05/21 21:29,0:22:09,,PJ Masks: Season 1: Gekko Floats / Catboy's Two Wheeled Wonder (Episode 17),,FireTV 4K Stick 2018,0:22:49,0:22:49,US (United States)
Aishwarya,03/05/21 21:07,0:22:14,Autoplayed: user action: User_Interaction; ,PJ Masks: Season 1: Catboy Takes Control  / Owlette's Two Wrongs (Episode 16),,FireTV 4K Stick 2018,0:22:49,0:22:49,US (United States)
Aishwarya,03/05/21 21:06,0:00:58,Autoplayed: user action: None; ,My Little Pony: Friendship Is Magic: Season 1_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,0:00:58,Not latest view,US (United States)
Aishwarya,03/05/21 20:52,0:13:14,Autoplayed: user action: User_Interaction; ,Angelina Ballerina: Season 6: Angelina's Fancy Tutu / Angelina and the Musical Theater (Episode 1),,FireTV 4K Stick 2018,0:15:36,0:15:36,US (United States)
Aishwarya,03/05/21 20:51,0:00:40,Autoplayed: user action: None; ,Dragons: Rescue Riders: Season 1 (Clip Standard 1),HOOK,FireTV 4K Stick 2018,0:00:40,0:00:40,US (United States)
Aishwarya,03/05/21 2:05,0:59:03,,Barbie & Chelsea: The Lost Birthday,,FireTV 4K Stick 2018,0:59:03,0:59:03,CA (Canada)
Aishwarya,03/05/21 2:05,0:00:04,Autoplayed: user action: None; ,Barbie & Chelsea: The Lost Birthday_hook_05_16x9,HOOK,FireTV 4K Stick 2018,0:00:04,0:00:04,CA (Canada)
Aishwarya,03/05/21 2:05,0:00:06,Autoplayed: user action: None; ,Madagascar 3: Europe's Most Wanted_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,0:00:06,Not latest view,US (United States)
Aishwarya,03/05/21 2:04,0:00:32,Autoplayed: user action: None; ,LEGO Friends: The Power of Friendship (Trailer),TRAILER,FireTV 4K Stick 2018,0:00:34,0:00:34,US (United States)
Aishwarya,03/05/21 2:02,0:00:50,,LEGO Friends: The Power of Friendship: Season 2: Keepin’ It Real (Episode 1),,FireTV 4K Stick 2018,0:01:23,0:01:23,US (United States)
Aishwarya,03/05/21 2:02,0:00:12,Autoplayed: user action: None; ,LEGO Friends: The Power of Friendship (Trailer),TRAILER,FireTV 4K Stick 2018,0:00:14,Not latest view,US (United States)
Aishwarya,03/05/21 2:02,0:00:06,Autoplayed: user action: None; ,Trailer: The Mitchells vs. The Machines,TRAILER,FireTV 4K Stick 2018,0:00:06,0:00:06,US (United States)
Aishwarya,02/05/21 0:12,0:23:04,,PJ Masks: Season 1: Gekko Saves Christmas / Gekko's Nice Ice Plan (Episode 5),,Apple TV 3 (revised),0:23:04,Not latest view,US (United States)
Aishwarya,01/05/21 23:49,0:23:04,,PJ Masks: Season 1: Catboy and the Shrinker / Owlette and the Moon-Ball (Episode 4),,Apple TV 3 (revised),0:23:04,0:23:04,US (United States)
Aishwarya,01/05/21 2:55,0:22:54,,PJ Masks: Season 1: Gekko and the Super Ninjalinos / Owlette's Terrible Pterodactyl Trouble (Episode 3),,Apple TV 3 (revised),0:22:54,0:22:54,US (United States)
Aishwarya,01/05/21 2:24,0:22:49,,PJ Masks: Season 1: Owlette and the Flash Flip Trip / Catboy and the Pogo Dozer (Episode 2),,Apple TV 3 (revised),0:22:49,0:22:49,US (United States)
Aishwarya,01/05/21 2:01,0:23:04,,"PJ Masks: Season 1: Blame It on the Train, Owlette / Catboy's Cloudy Crisis (Episode 1)",,Apple TV 3 (revised),0:23:04,0:23:04,US (United States)
Aishwarya,01/05/21 0:08,0:22:17,,PJ Masks: Season 1: Owlette and the Battling Headquarters / Gekko and the Mayhem at the Museum (Episode 15),,FireTV 4K Stick 2018,0:22:57,0:22:57,US (United States)
Aishwarya,01/05/21 0:03,0:04:47,,PJ Masks: Season 1: Catboy and Gekko's Robot Rampage / Owlette's Feathered Friend (Episode 14),,FireTV 4K Stick 2018,0:22:53,0:22:53,US (United States)
Aishwarya,30/04/21 23:41,0:15:12,,PJ Masks: Season 1: Catboy and Gekko's Robot Rampage / Owlette's Feathered Friend (Episode 14),,FireTV 4K Stick 2018,0:18:08,Not latest view,US (United States)
Aishwarya,30/04/21 23:37,0:02:19,,PJ Masks: Season 1: Catboy and Gekko's Robot Rampage / Owlette's Feathered Friend (Episode 14),,FireTV 4K Stick 2018,0:02:58,Not latest view,US (United States)
Aishwarya,30/04/21 23:15,0:22:08,,PJ Masks: Season 1: Gekko and the Mighty Moon Problem / Clumsy Catboy (Episode 13),,FireTV 4K Stick 2018,0:22:48,0:22:48,US (United States)
Aishwarya,30/04/21 23:06,0:08:01,Autoplayed: user action: User_Interaction; ,PJ Masks: Season 1: Catboy's Flying Fiasco / Gekko's Stay-at-Home Sneezes (Episode 12),,FireTV 4K Stick 2018,0:22:50,0:22:50,US (United States)
Aishwarya,30/04/21 3:27,0:14:51,,PJ Masks: Season 1: Catboy's Flying Fiasco / Gekko's Stay-at-Home Sneezes (Episode 12),,Apple TV 3 (revised),0:14:50,Not latest view,US (United States)
Aishwarya,30/04/21 3:04,0:23:01,,PJ Masks: Season 1: Catboy's Tricky Ticket / Gekko and the Missing Gekko-Mobile (Episode 11),,Apple TV 3 (revised),0:23:01,0:23:01,US (United States)
Aishwarya,30/04/21 2:42,0:22:25,,PJ Masks: Season 1: Looking After Gekko / Catboy and the Teeny Weeny Ninjalino (Episode 10),,Apple TV 3 (revised),0:22:57,0:22:57,US (United States)
Aishwarya,30/04/21 2:18,0:23:04,,PJ Masks: Season 1: Catboy and the Great Birthday Cake Rescue  / Gekko and the Snore-A-Saurus (Episode 9),,Apple TV 3 (revised),0:23:04,0:23:04,US (United States)
Aishwarya,30/04/21 1:55,0:23:04,,PJ Masks: Season 1: Catboy VS. Robo-Cat / Owlette and the Giving Owl (Episode 8),,Apple TV 3 (revised),0:23:04,0:23:04,US (United States)
Aishwarya,30/04/21 1:32,0:23:04,,"PJ Masks: Season 1: Speak UP, Gekko! / Catboy and Master Fang's Sword (Episode 7)",,Apple TV 3 (revised),0:23:04,0:23:04,US (United States)
Aishwarya,30/04/21 1:28,0:03:44,,PJ Masks: Season 1: Catboy and the Butterfly Brigade / Owlette the Winner (Episode 6),,Apple TV 3 (revised),0:23:04,Not latest view,US (United States)
Aishwarya,29/04/21 21:23,0:19:21,,PJ Masks: Season 1: Catboy and the Butterfly Brigade / Owlette the Winner (Episode 6),,Apple TV 3 (revised),0:19:21,Not latest view,US (United States)
Aishwarya,29/04/21 20:57,0:23:04,,PJ Masks: Season 1: Gekko Saves Christmas / Gekko's Nice Ice Plan (Episode 5),,Apple TV 3 (revised),0:23:04,Not latest view,US (United States)
Aishwarya,29/04/21 20:32,0:23:04,,PJ Masks: Season 1: Catboy and the Shrinker / Owlette and the Moon-Ball (Episode 4),,Apple TV 3 (revised),0:23:04,Not latest view,US (United States)
Aishwarya,29/04/21 20:09,0:22:57,,PJ Masks: Season 1: Gekko and the Super Ninjalinos / Owlette's Terrible Pterodactyl Trouble (Episode 3),,Apple TV 3 (revised),0:23:04,Not latest view,US (United States)
Aishwarya,29/04/21 19:46,0:22:50,,PJ Masks: Season 1: Owlette and the Flash Flip Trip / Catboy and the Pogo Dozer (Episode 2),,Apple TV 3 (revised),0:22:50,Not latest view,US (United States)
Aishwarya,29/04/21 19:37,0:08:24,,"PJ Masks: Season 1: Blame It on the Train, Owlette / Catboy's Cloudy Crisis (Episode 1)",,Apple TV 3 (revised),0:23:04,Not latest view,US (United States)
Aishwarya,29/04/21 3:28,0:16:15,,PJ Masks: Season 3: Moth on the Moon / Fly Me to the Moon (Episode 13),,FireTV 4K Stick 2018,0:23:47,0:23:47,US (United States)
Aishwarya,29/04/21 3:09,0:06:53,,PJ Masks: Season 3: Moth on the Moon / Fly Me to the Moon (Episode 13),,FireTV 4K Stick 2018,0:07:33,Not latest view,US (United States)
Aishwarya,29/04/21 2:46,0:23:08,,PJ Masks: Season 3: Wolfy Powers / Do The Gekko (Episode 12),,FireTV 4K Stick 2018,0:23:48,0:23:48,US (United States)
Aishwarya,29/04/21 2:23,0:23:06,,PJ Masks: Season 3: The Secret of the Pagoda / Storm of the Ninja (Episode 11),,FireTV 4K Stick 2018,0:23:46,0:23:46,US (United States)
Aishwarya,29/04/21 2:02,0:20:57,Autoplayed: user action: User_Interaction; ,PJ Masks: Season 3: The Splat Monster / The Splat Monster Pt. 2 (Episode 10),,FireTV 4K Stick 2018,0:23:46,0:23:46,US (United States)
Aishwarya,29/04/21 1:23,0:02:13,,PJ Masks: Season 3: The Splat Monster / The Splat Monster Pt. 2 (Episode 10),,FireTV 4K Stick 2018,0:02:49,Not latest view,US (United States)
Aishwarya,28/04/21 21:32,0:23:07,,PJ Masks: Season 3: Arma-Leader / Owlette Slips Up (Episode 9),,FireTV 4K Stick 2018,0:23:47,0:23:47,US (United States)
Aishwarya,28/04/21 21:08,0:23:07,,PJ Masks: Season 3: The Moon Prix / Pirates Ahoy! (Episode 8),,FireTV 4K Stick 2018,0:23:47,0:23:47,US (United States)
Aishwarya,28/04/21 20:44,0:23:07,,PJ Masks: Season 3: Meet An Yu / Meet An Yu Pt.2 (Episode 7),,FireTV 4K Stick 2018,0:23:45,0:23:45,US (United States)
Aishwarya,28/04/21 20:21,0:23:04,,PJ Masks: Season 3: Lionel's Powers / Best Friends Forever (Episode 6),,FireTV 4K Stick 2018,0:23:46,0:23:46,US (United States)
Aishwarya,28/04/21 20:09,0:00:02,,PJ Masks: Season 3: Lionel's Powers / Best Friends Forever (Episode 6),,FireTV 4K Stick 2018,0:00:42,Not latest view,US (United States)
Aishwarya,28/04/21 19:46,0:23:08,,PJ Masks: Season 3: Teacher Goes Ninja / Robot Goes Wrong (Episode 5),,FireTV 4K Stick 2018,0:23:48,0:23:48,US (United States)
